declarationType,incidentType,disasterName,disasterNumber,incidentBeginDate,incidentEndDate,stateCode,stateName
Major Disaster,Severe Storm(s),SEVERE STORMS AND TORNADOES,1327,2000-04-19,2000-04-20,KS,Kansas                        
Fire Suppression,Fire,SCOTT ABLE FIRE,2297,2000-05-11,2000-06-19,NM,New Mexico                    
Fire Suppression,Fire,PURGATORY FIRE,2290,2000-01-04,2000-01-04,TX,Texas                         
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1312,2000-01-24,2000-02-01,NC,North Carolina                
Major Disaster,Severe Storm(s),"SEVERE WINTER STORM, FLOODING, LANDSLIDES AND MUDSLIDES",1330,2000-04-18,2000-04-20,SD,South Dakota                  
Fire Suppression,Fire,WA-WILDFIRE-07-24-2000,2313,2000-07-22,,WA,Washington                    
Major Disaster,Severe Storm(s),SEVERE STORMS/TORNADOS ,1315,2000-02-14,2000-02-14,GA,Georgia                       
Fire Suppression,Fire,BOBCAT GULCH FIRE ,2308,2000-06-12,2000-06-24,CO,Colorado                      
Fire Suppression,Fire,"FL, ORLANDO DISTRICT FIRE COMPLEX",2301,2000-05-28,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1322,2000-03-10,2000-03-11,AL,Alabama                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS,1317,2000-01-22,2000-01-29,AL,Alabama                       
Fire Suppression,Fire,NM-LA CUEVA FIRE,2310,2000-06-15,2000-06-21,NM,New Mexico                    
Fire Suppression,Fire,MT-SOUTHWESTERN ZONE TWO FIRE COMPLEX,2317,2000-08-05,,MT,Montana                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1324,2000-01-25,2000-01-30,MD,Maryland                      
Fire Suppression,Fire,"FL, WACCASASSA FIRE COMPLEX",2303,2000-05-29,,FL,Florida                       
Fire Suppression,Fire,"KY,  WILDFIRES #001",2288,1999-11-16,,KY,Kentucky                      
Major Disaster,Flood,"FLOODING, SEVERE STORMS, AND LANDSLIDES",1319,2000-02-18,2000-02-22,WV,West Virginia                 
Fire Suppression,Fire,"FL, SUWANNEE FIRE COMPLEX",2306,2000-06-05,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1321,2000-02-18,2000-03-02,OH,Ohio                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING AND MUDSLIDES",1337,2000-08-12,2000-08-21,NJ,New Jersey                    
Fire Suppression,Fire,"FL, PERRY FIRE COMPLEX",2307,2000-06-09,,FL,Florida                       
Fire Suppression,Fire,CREE FIRE,2296,2000-05-07,2000-06-30,NM,New Mexico                    
Fire Suppression,Fire,CAMDEN FIRE COMPLEX,2292,2000-03-07,2000-03-11,MO,Missouri                      
Fire Suppression,Fire,BOB'S TRAIL FIRE,2291,2000-01-05,2000-01-05,TX,Texas                         
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING AND GROUND SATURATION",1334,2000-04-05,2000-08-12,ND,North Dakota                  
Fire Suppression,Fire,RIO GRANDE FIRE COMPLEX,2295,2000-04-18,2000-04-30,NM,New Mexico                    
Fire Suppression,Fire,WITHLACOOCHEE FIRE COMPLEX,2299,2000-05-19,,FL,Florida                       
Emergency,Fire,WAREHOUSE FIRE.,3153,1999-12-03,1999-12-13,MA,Massachusetts                 
Major Disaster,Snow,SEVERE WINTER STORM ,1314,2000-01-27,2000-01-30,LA,Louisiana                     
Major Disaster,Fire,SEVERE FOREST FIRE,1329,2000-05-05,2000-06-09,NM,New Mexico                    
Fire Suppression,Fire,"FL, JACKSONVILLE FIRE COMPLEX",2305,2000-06-02,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1311,2000-01-22,2000-02-01,GA,Georgia                       
Fire Suppression,Fire,TWO FORK FIRE,2311,2000-06-28,,WA,Washington                    
Fire Suppression,Fire,FLOWERS-MYAKKA FIRE COMPLEX,2298,2000-05-15,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1313,2000-01-22,2000-02-01,SC,South Carolina                
Fire Suppression,Fire,VIVEACH FIRE,2304,2000-05-29,2000-07-31,NM,New Mexico                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1320,2000-02-18,2000-03-02,KY,Kentucky                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1332,2000-05-26,2000-07-19,WI,Wisconsin                     
Fire Suppression,Fire,HIGH MEADOWS FIRE ,2309,2000-06-12,2000-06-25,CO,Colorado                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1325,2000-01-25,2000-01-31,DC,District of Columbia          
Major Disaster,Tornado,"SEVERE STORMS, TORNADOES AND FLOODING",1323,2000-03-28,2000-03-29,TX,Texas                         
Fire Suppression,Fire,JORDAN CREEK FIRE,2287,1999-11-22,1999-11-22,TX,Texas                         
Fire Suppression,Fire,"FL, BUNNELL FIRE COMPLEX",2302,2000-05-28,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS,1318,2000-01-25,2000-01-30,VA,Virginia                      
Major Disaster,Flood,SEVERE THUNDERSTORMS AND FLASH FLOODING,1328,2000-05-06,2000-05-07,MO,Missouri                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1331,2000-05-23,2000-05-31,TN,Tennessee                     
Fire Suppression,Fire,NV - SPRING CREEK FIRE - 1999,2356,1999-08-06,1999-08-06,NV,Nevada                        
Fire Suppression,Fire,HAWAII COUNTY FIRE COMPLEX,2293,2000-03-20,2000-03-23,HI,Hawaii                        
Fire Suppression,Fire,LAKELAND DISTRICT FIRE,2300,2000-05-22,,FL,Florida                       
Fire Suppression,Fire,RENO FIRE COMPLEX,2312,2000-06-28,2000-06-30,NV,Nevada                        
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND AVALANCHES,1316,1999-12-21,2000-02-23,AK,Alaska                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1326,2000-03-28,2000-04-26,ME,Maine                         
Fire Suppression,Fire,SADDLEBACK FIRE,2289,2000-01-03,2000-01-03,TX,Texas                         
Major Disaster,Severe Storm(s),TROPICAL STORM FLOYD,1307,1999-09-16,1999-09-21,VT,Vermont                       
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1303,1999-09-16,1999-09-20,MD,Maryland                      
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1300,1999-09-13,1999-09-25,FL,Florida                       
Emergency,Hurricane,TROPICAL STORM IRENE - FLORIDA,3150,1999-10-14,1999-10-19,FL,Florida                       
Fire Suppression,Fire,BLUESTEM FIRE,2286,1999-10-26,1999-10-26,TX,Texas                         
Major Disaster,Flood,TROPICAL DEPRESSION DENNIS PA,1298,1999-09-06,1999-09-07,PA,Pennsylvania                  
Fire Suppression,Fire,WILLIAMS RANCH FIRE,2282,1999-09-19,1999-09-28,TX,Texas                         
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1297,1999-09-15,1999-09-17,DE,Delaware                      
Major Disaster,Hurricane,TROPICAL STORM FLOYD ,1305,1999-09-16,1999-09-18,NH,New Hampshire                 
Major Disaster,Hurricane,HURRICANE FLOYD ,1302,1999-09-16,1999-09-21,CT,Connecticut                   
Emergency,Hurricane,HURRICANE LENNY,3152,1999-11-17,1999-11-20,VI,Virgin Islands of the U.S.    
Major Disaster,Hurricane,VIRGINIA TROPICAL STORM DENNIS 08/27/99,1290,1999-08-27,1999-09-13,VA,Virginia                      
Fire Suppression,Fire,AL - CHELSEA FIRE - 09/18/99,2278,1999-09-17,,AL,Alabama                       
Fire Suppression,Fire,RESERVOIR FIRE,2264,1999-06-24,1999-06-26,NV,Nevada                        
Major Disaster,Severe Ice Storm,SEVERE ICE STORM AND FLOODING,1288,1999-03-01,1999-05-30,MN,Minnesota                     
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3145,1999-09-14,1999-09-25,SC,South Carolina                
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1294,1999-09-16,1999-09-29,PA,Pennsylvania                  
Fire Suppression,Fire,FISHEL CREEK FIRE COMPLEX,2266,1999-07-24,1999-07-26,MT,Montana                       
Fire Suppression,Fire,DALBY SPRINGS FIRE,2274,1999-08-31,1999-09-01,TX,Texas                         
Fire Suppression,Fire,AL - MARTIN SCHOOL FIRE - 09/18/1999,2283,1998-09-16,,AL,Alabama                       
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1277,1999-05-16,1999-05-29,IA,Iowa                          
Fire Suppression,Fire,MIDLOTHIAN FIRE,2273,1999-08-31,1999-08-31,TX,Texas                         
Emergency,Fire,EXTREME FIRE HAZARDS,3142,1999-08-01,1999-12-10,TX,Texas                         
Fire Suppression,Fire,AZ - RAINBOW FIRE - 06/11/1999,2263,1999-06-11,1999-06-12,AZ,Arizona                       
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3146,1999-09-15,1999-10-04,NC,North Carolina                
Major Disaster,Severe Storm(s),"SEVERE STORMS, WINDS, AND FLOODING",1283,1999-07-04,1999-08-02,MN,Minnesota                     
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3148,1999-09-16,1999-09-18,NJ,New Jersey                    
Major Disaster,Flood,WI-FLOOD-07/20/99,1284,1999-07-04,1999-07-31,WI,Wisconsin                     
Major Disaster,Hurricane,FL-HURRICANE IRENE-DR-REQ,1306,1999-10-14,1999-10-24,FL,Florida                       
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1293,1999-09-13,1999-09-26,VA,Virginia                      
Major Disaster,Tornado,"TORNADO, SEVERE THUNDERSTORMS, AND HAIL",1285,1999-08-11,1999-08-11,UT,Utah                          
Fire Suppression,Fire,AL - RUSSELLVILLE FIRE - 09/18/99,2277,1999-09-10,,AL,Alabama                       
Fire Suppression,Fire,RED ROCK FIRE,2271,1999-08-24,1999-08-28,NV,Nevada                        
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1308,1999-09-16,1999-09-19,ME,Maine                         
Fire Suppression,Fire,AL - LOOKOUT MOUNTAIN FIRE - 09/18/99,2281,1999-09-15,,AL,Alabama                       
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1299,1999-09-14,1999-09-30,SC,South Carolina                
Fire Suppression,Fire,TX-GREENVILLE FIRE,2285,1998-07-27,1998-08-01,TX,Texas                         
Emergency,Fire,CA-WILDFIRES-08/25/1999,3140,1999-08-24,1999-11-29,CA,California                    
Emergency,Hurricane,HURRICANE LENNY,3151,1999-11-17,1999-11-20,PR,Puerto Rico                   
Major Disaster,Tornado,"SEVERE STORMS, TORNADOES AND FLOODING",1280,1999-06-04,1999-06-18,SD,South Dakota                  
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1295,1999-09-16,1999-09-18,NJ,New Jersey                    
Fire Suppression,Fire,AL - MACINTOSH FIRE - 09/18/99,2280,1999-09-17,,AL,Alabama                       
Fire Suppression,Fire,REESE CREEK FIRE,2270,1999-08-21,1999-08-22,TX,Texas                         
Fire Suppression,Fire,TX-ALCOA FIRE,2284,1998-07-07,1998-07-12,TX,Texas                         
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3144,1999-09-14,1999-09-17,GA,Georgia                       
Fire Suppression,Fire,BEAVER CREEK FIRE,2275,1999-09-16,1999-09-18,TX,Texas                         
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1282,1999-07-02,1999-08-10,IA,Iowa                          
Fire Suppression,Fire,WEST POINT FIRE COMPLEX,2269,1999-08-06,1999-08-06,NY,New York                      
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1296,1999-09-16,1999-09-18,NY,New York                      
Major Disaster,Severe Storm(s),"SEVERE ICE STORMS, FLOODING AND HEAVY RAINS",1301,1999-07-16,1999-08-07,NM,New Mexico                    
Emergency,Hurricane,HURRICANE DENNIS,3141,1999-08-29,1999-09-11,NC,North Carolina                
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3143,1999-09-14,1999-09-16,FL,Florida                       
Major Disaster,Flood,"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR",1279,1999-03-01,1999-07-19,ND,North Dakota                  
Major Disaster,Severe Storm(s),NV - FLASH FLOODING 7/8/99,1281,1999-07-08,1999-07-16,NV,Nevada                        
Fire Suppression,Fire,AL - JACKSON FARMS FIRE - 09/18/99,2276,1999-09-15,,AL,Alabama                       
Major Disaster,Hurricane,HURRICANE BRET ,1287,1999-08-21,1999-08-26,TX,Texas                         
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, HIGH WINDS",1304,1999-09-14,1999-09-23,AZ,Arizona                       
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3147,1999-09-13,1999-09-26,VA,Virginia                      
Fire Suppression,Fire,OSINO FIRE,2268,1999-08-05,1999-08-05,NV,Nevada                        
Major Disaster,Severe Storm(s),PA - FLOODING 8/20/99,1289,1999-08-20,1999-08-21,PA,Pennsylvania                  
Major Disaster,Hurricane,HURRICANE DENNIS ,1291,1999-08-29,1999-09-11,NC,North Carolina                
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLASH FLOODING,1278,1999-05-16,1999-05-17,IL,Illinois                      
Fire Suppression,Fire,MIRA LOMA FIRE,2265,1999-07-02,1999-07-04,NV,Nevada                        
Emergency,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,3149,1999-09-16,1999-09-18,NY,New York                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1286,1999-08-06,1999-08-09,NE,Nebraska                      
Major Disaster,Hurricane,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,1292,1999-09-15,1999-11-02,NC,North Carolina                
Fire Suppression,Fire,AL - FAYETTE FIRE - 09/18/99,2279,1999-09-17,,AL,Alabama                       
Fire Suppression,Fire,UNIONVILLE FIRE,2267,1999-08-05,,NV,Nevada                        
Fire Suppression,Fire,TOPEKA FIRE,2272,1999-08-26,1999-08-29,TX,Texas                         
Fire Suppression,Fire,MI - TOWER LAKE MOUNTAIN FIRE - 05/06/1999,2261,1999-05-05,1999-05-09,MI,Michigan                      
Fire Suppression,Fire,FL-FIRES 04/13/99,2260,1999-04-13,,FL,Florida                       
Fire Suppression,Fire,FL-FIRES 04/13/99,2254,1999-04-13,,FL,Florida                       
Major Disaster,Tornado,SEVERE STORMS AND TORNADOES,1273,1999-05-03,1999-05-06,KS,Kansas                        
Fire Suppression,Fire,FL-FIRES 04/13/99,2257,1999-04-13,,FL,Florida                       
Major Disaster,Severe Storm(s),CO-FLOODING 4/30/99,1276,1999-04-29,1999-05-19,CO,Colorado                      
Fire Suppression,Fire,JACKSONVILLE DISTRICT FIRE,2262,1999-05-14,,FL,Florida                       
Emergency,Snow,SNOW,3136,1999-01-01,1999-01-15,NY,New York                      
Fire Suppression,Fire,FISCHER FIRE,2249,1999-03-03,1999-03-03,TX,Texas                         
Major Disaster,Severe Storm(s),"NY - SEVERE WX, SEPT 7, 1998",1244,1998-09-07,1998-09-07,NY,New York                      
Emergency,Hurricane,HURRICANE GEORGES,3133,1998-09-28,1998-10-06,AL,Alabama                       
Fire Suppression,Fire,FL-FIRES 04/13/99,2252,1999-04-13,,FL,Florida                       
Major Disaster,Severe Storm(s),AR SEVERE WEATHER 1-21-99,1266,1999-01-21,1999-01-31,AR,Arkansas                      
Major Disaster,Mud/Landslide,WA LANDSLIDE 3/6/98,1255,1998-03-06,1998-11-19,WA,Washington                    
Major Disaster,Hurricane,HURRICANE GEORGES - 18 SEP 98,1247,1998-09-20,1998-10-27,PR,Puerto Rico                   
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",1253,1998-10-04,1998-10-11,MO,Missouri                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1270,1999-04-03,1999-04-14,MO,Missouri                      
Fire Suppression,Fire,BLANTON FIRE ,2239,1998-09-04,1998-09-04,TX,Texas                         
Emergency,Snow,IL-WINTER STORM  1/1/99,3134,1999-01-01,1999-01-15,IL,Illinois                      
Emergency,Snow,MI - SEVERE WEATHER 1/2 /99,3137,1999-01-02,1999-01-15,MI,Michigan                      
Major Disaster,Freezing,CA-CITRUS CROP DAMAGE 2/2/99,1267,1998-12-20,1998-12-28,CA,California                    
Fire Suppression,Fire,FL-FIRES 04/13/99,2255,1999-04-13,,FL,Florida                       
Emergency,Hurricane,HURRICANE GRORGES,3131,1998-09-25,1998-10-02,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1256,1998-07-10,1998-07-31,MO,Missouri                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",1275,1999-05-05,1999-05-19,TN,Tennessee                     
Fire Suppression,Fire,WOOD BRANCH VILLAGE FIRE,2242,1998-09-04,1998-09-05,TX,Texas                         
Fire Suppression,Fire,OKEECHOBEE FIRE COMPLEX,2251,1999-04-13,,FL,Florida                       
Major Disaster,Severe Storm(s),KS-FLOODING  10/31/98,1258,1998-10-30,1998-11-15,KS,Kansas                        
Fire Suppression,Fire,FRAZIER CREEK FIRE  (LEFLORE),2243,1998-09-05,1998-09-08,OK,Oklahoma                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",1269,1999-04-03,1999-04-07,LA,Louisiana                     
Major Disaster,Severe Storm(s),SEVERE STORMS AND TORNADOES,1271,1999-04-15,1999-04-15,GA,Georgia                       
Emergency,Snow,IN-WINTER STORM 12/23/98,3135,1999-01-01,1999-01-15,IN,Indiana                       
Fire Suppression,Fire,MEXICO FIRE,2246,1998-09-09,1998-09-10,TX,Texas                         
Fire Suppression,Fire,FL-FIRES 04/13/99,2258,1999-04-13,,FL,Florida                       
Major Disaster,Tornado,"OK, TORNADOES 5/3/99",1272,1999-05-03,1999-05-04,OK,Oklahoma                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES AND HIGH WINDS",1262,1999-01-17,1999-02-01,TN,Tennessee                     
Major Disaster,Severe Storm(s),ME - FLOODING 10/16/98,1263,1998-10-08,1998-10-11,ME,Maine                         
Fire Suppression,Fire,TN - WILDFIRES 4/13/99,2250,1999-04-13,,TN,Tennessee                     
Major Disaster,Severe Storm(s),HURRICANE GEORGES - TEXAS,1245,1998-09-09,1998-10-05,TX,Texas                         
Major Disaster,Hurricane,HURRICANE GEORGES,1251,1998-09-25,1998-10-05,MS,Mississippi                   
Emergency,Fire,FL-FIRES 04/15/99,3139,1999-04-15,1999-05-25,FL,Florida                       
Major Disaster,Hurricane, HURRICANE EARL,1241,1998-09-03,1998-09-03,FL,Florida                       
Fire Suppression,Fire,POTOSI FIRE,2245,1998-09-08,1998-09-10,TX,Texas                         
Emergency,Hurricane,HURRICANE GEORGES (DIRECT FEDERAL ASSIST FIRST 72 HRS),3130,1998-09-20,1998-09-20,PR,Puerto Rico                   
Major Disaster,Severe Storm(s),RIV-SEVERE WINTER WX 12/23/98,1261,1998-12-23,1998-12-29,AL,Alabama                       
Major Disaster,Severe Ice Storm,"SEVERE WINTER STORMS, ICE AND FREEZING RAIN",1265,1998-12-23,1998-12-26,MS,Mississippi                   
Emergency,Hurricane,HURRICANE GEORGES (DIRECT FEDERAL ASSIST FIRST 72 HRS),3129,1998-09-21,1998-09-22,VI,Virgin Islands of the U.S.    
